1001,202,204,201,0
1002,201,203,0,0
1003,202,201,204,203
1004,203,0,0,0
1005,0,204,0,0
1006,201,204,202,203
1007,203,202,204,201
1008,202,0,0,0
1009,203,204,201,0
1010,203,204,201,0
1011,202,203,204,0
1012,202,0,0,0
1013,203,0,0,0
1014,201,203,202,204
1015,203,202,204,0
1016,201,204,0,0
1017,201,0,0,0
1018,202,204,201,0
1019,204,0,0,0
1020,202,204,203,201
1021,201,202,203,0
1022,201,0,0,0
1023,204,202,203,0
1024,201,204,202,0
1025,202,201,203,0
1026,202,203,204,0
1027,202,201,204,0
1028,202,203,204,201
1029,201,204,203,0
1030,201,204,203,0
1031,201,202,203,204
1032,201,0,0,0
1033,202,201,0,0
1034,201,0,0,0
1035,202,204,0,0
1036,204,201,203,202
1037,203,201,0,0
1038,202,0,0,0
1039,201,203,202,0
1040,203,202,201,204
1041,203,0,0,0
1042,204,202,201,203
1043,202,204,201,203
1044,202,204,0,0
1045,202,0,0,0
1046,203,202,201,0
1047,204,201,203,202
1048,203,201,204,0
1049,203,202,204,201
1050,202,201,204,0
1051,202,204,0,0
1052,202,0,0,0
1053,203,0,0,0
1054,202,204,0,0
1055,201,0,0,0
1056,201,204,203,0
1057,203,0,0,0
1058,203,204,0,0
1059,204,203,0,0
1060,201,203,204,202
1061,201,0,0,0
1062,201,0,0,0
1063,201,0,0,0
1064,201,0,0,0
1065,204,0,0,0
1066,204,203,0,0
1067,202,203,201,204
1068,201,203,202,0
1069,204,0,0,0
1070,202,0,0,0
1071,202,203,201,0
1072,203,202,204,0
1073,203,202,204,0
1074,204,203,201,202
1075,203,0,0,0
1076,202,203,204,0
1077,202,203,201,204
1078,202,204,201,0
1079,201,204,203,202
1080,201,204,203,202
1081,202,0,0,0
1082,201,204,0,0
1083,203,202,201,204
1084,204,201,0,0
1085,204,0,0,0
1086,204,203,201,0
1087,202,203,204,201
1088,201,203,204,202
1089,201,204,0,0
1090,204,201,203,202
1091,202,0,0,0
1092,203,202,0,0
1093,202,203,0,0
1094,201,202,0,0
1095,203,0,0,0
1096,202,201,203,204
1097,203,201,204,202
1098,204,201,203,202
1099,204,202,0,0
1100,201,202,203,0
