1001,205,0
1002,206,205
1003,206,205
1004,205,0
1005,0,0
1006,205,0
1007,205,206
1008,205,206
1009,206,0
1010,205,0
1011,205,0
1012,206,205
1013,205,206
1014,206,0
1015,205,206
1016,206,0
1017,206,205
1018,205,206
1019,206,0
1020,206,0
1021,205,206
1022,205,0
1023,206,205
1024,206,0
1025,205,0
1026,205,0
1027,206,205
1028,205,206
1029,205,0
1030,205,206
1031,206,205
1032,205,0
1033,205,0
1034,205,0
1035,206,205
1036,206,0
1037,205,206
1038,205,206
1039,205,0
1040,206,0
1041,206,0
1042,206,205
1043,205,0
1044,205,206
1045,205,206
1046,205,0
1047,206,0
1048,205,206
1049,205,0
1050,206,205
1051,205,206
1052,205,0
1053,205,0
1054,205,0
1055,206,205
1056,206,0
1057,206,0
1058,206,205
1059,206,0
1060,205,0
1061,206,0
1062,206,205
1063,205,0
1064,206,0
1065,206,205
1066,206,205
1067,206,0
1068,205,0
1069,206,205
1070,206,205
1071,205,0
1072,206,0
1073,206,205
1074,206,205
1075,206,205
1076,205,0
1077,205,0
1078,206,205
1079,206,0
1080,205,206
1081,206,0
1082,206,0
1083,206,0
1084,206,0
1085,205,0
1086,205,0
1087,206,0
1088,206,0
1089,205,206
1090,206,0
1091,205,206
1092,205,0
1093,205,0
1094,205,0
1095,205,206
1096,206,205
1097,206,205
1098,205,206
1099,205,206
1100,205,206
