1251,403,0,0,0
1252,401,402,403,404
1253,401,404,403,0
1254,404,402,403,0
1255,402,0,0,0
1256,401,0,0,0
1257,404,403,402,0
1258,404,403,0,0
1259,401,403,404,402
1260,403,401,0,0
1261,404,0,0,0
1262,401,404,0,0
1263,401,404,402,403
1264,401,402,404,0
1265,401,402,404,0
1266,404,401,402,0
1267,401,0,0,0
1268,404,401,0,0
1269,402,404,0,0
1270,401,403,402,0
1271,401,402,0,0
1272,404,403,401,0
1273,404,0,0,0
1274,403,404,0,0
1275,403,402,404,401
1276,403,402,401,0
1277,403,402,401,0
1278,404,0,0,0
1279,401,402,404,403
1280,402,401,403,404
1281,401,404,403,0
1282,403,401,404,402
1283,402,0,0,0
1284,403,0,0,0
1285,404,402,0,0
1286,401,404,403,0
1287,401,404,0,0
1288,403,401,0,0
1289,402,403,401,404
1290,401,403,402,0
1291,403,402,0,0
1292,402,401,404,0
1293,401,0,0,0
1294,402,404,401,403
1295,403,0,0,0
1296,402,401,404,403
1297,402,404,403,0
1298,401,0,0,0
1299,402,0,0,0
1300,401,404,0,0
1301,404,0,0,0
1302,401,402,404,0
1303,401,0,0,0
1304,401,0,0,0
1305,404,0,0,0
1306,402,403,404,0
1307,403,401,402,0
1308,401,0,0,0
1309,401,0,0,0
1310,401,403,402,0
1311,402,401,0,0
1312,402,401,0,0
1313,403,404,0,0
1314,403,404,0,0
1315,403,0,0,0
1316,402,403,0,0
1317,403,401,0,0
1318,404,403,402,0
1319,404,401,402,0
1320,402,0,0,0
1321,404,403,401,402
1322,402,0,0,0
1323,401,403,402,0
1324,403,402,401,0
1325,401,403,0,0
1326,402,0,0,0
1327,402,404,403,401
1328,402,401,404,403
1329,402,0,0,0
1330,402,404,401,403
1331,402,403,404,0
1332,403,401,402,404
1333,404,0,0,0
1334,404,401,403,0
1335,403,401,0,0
1336,403,404,402,401
1337,404,0,0,0
1338,402,401,403,0
1339,403,401,0,0
1340,404,401,403,0
1341,404,403,401,0
1342,403,0,0,0
1343,401,402,404,403
1344,401,0,0,0
1345,403,404,0,0
1346,401,402,0,0
1347,401,404,403,402
1348,404,403,402,401
1349,402,0,0,0
1350,404,0,0,0
