1501,604,0,0,0,606,605
1502,603,601,602,0,605,0
1503,601,0,0,0,605,606
1504,601,603,604,602,606,605
1505,603,604,601,0,605,606
1506,604,601,0,0,605,606
1507,601,602,603,0,605,0
1508,602,601,0,0,606,605
1509,603,602,604,601,606,605
1510,604,603,601,602,605,0
1511,602,603,604,0,606,605
1512,604,0,0,0,606,605
1513,601,602,0,0,606,0
1514,603,604,602,601,606,0
1515,602,0,0,0,606,0
1516,602,603,604,601,606,605
1517,602,604,0,0,605,606
1518,604,603,602,601,605,0
1519,601,602,0,0,605,0
1520,603,0,0,0,606,605
1521,603,602,604,0,605,0
1522,601,603,602,0,606,605
1523,601,604,603,602,606,605
1524,601,604,0,0,605,606
1525,603,0,0,0,606,605
1526,603,0,0,0,606,0
1527,602,0,0,0,605,0
1528,604,601,603,0,605,0
1529,601,603,602,0,606,0
1530,601,602,0,0,606,605
1531,602,0,0,0,606,605
1532,603,601,0,0,605,606
1533,602,603,604,0,606,0
1534,603,604,0,0,605,0
1535,602,601,0,0,605,606
1536,603,604,0,0,605,0
1537,604,601,602,0,606,605
1538,602,604,601,603,606,605
1539,601,603,602,604,605,0
1540,604,0,0,0,606,605
1541,602,603,604,0,605,0
1542,604,601,0,0,606,0
1543,603,0,0,0,606,0
1544,604,603,602,0,606,0
1545,601,603,602,604,606,0
1546,601,604,602,603,606,0
1547,604,0,0,0,606,0
1548,604,0,0,0,606,605
1549,604,601,602,603,605,0
1550,602,601,604,0,606,0
1551,602,601,604,603,606,605
1552,602,604,601,603,606,605
1553,601,602,0,0,606,0
1554,602,604,603,601,605,606
1555,602,601,0,0,605,0
1556,601,603,604,0,606,0
1557,604,601,603,0,605,0
1558,602,0,0,0,606,605
1559,601,0,0,0,605,606
1560,604,601,602,603,605,606
1561,604,0,0,0,605,0
1562,603,604,601,0,606,0
1563,603,602,601,0,606,0
1564,604,603,0,0,605,606
1565,604,601,603,0,605,606
1566,603,0,0,0,606,605
1567,603,0,0,0,605,0
1568,602,601,604,603,605,606
1569,604,601,0,0,605,606
1570,601,604,0,0,605,606
1571,602,603,601,0,605,0
1572,604,0,0,0,606,0
1573,601,604,0,0,605,0
1574,604,601,602,0,606,0
1575,604,0,0,0,606,0
1576,602,601,0,0,606,605
1577,601,603,604,602,606,0
1578,601,602,604,603,606,605
1579,602,603,604,601,606,605
1580,604,603,0,0,605,0
1581,603,604,602,0,606,0
1582,603,604,0,0,605,0
1583,601,0,0,0,606,605
1584,601,602,604,0,606,605
1585,602,0,0,0,605,0
1586,602,601,603,0,605,606
1587,603,601,604,0,606,0
1588,601,603,602,604,606,0
1589,602,604,601,603,606,605
1590,601,603,604,602,606,0
1591,604,602,603,601,605,606
1592,602,601,604,603,605,606
1593,604,602,601,603,605,0
1594,604,0,0,0,606,605
1595,601,0,0,0,605,606
1596,602,601,0,0,605,606
1597,601,604,603,602,606,0
1598,601,602,603,0,605,606
1599,604,603,0,0,606,0
1600,601,604,603,602,605,0
