1501,606,605
1502,605,0
1503,605,606
1504,606,605
1505,605,606
1506,605,606
1507,605,0
1508,606,605
1509,606,605
1510,605,0
1511,606,605
1512,606,605
1513,606,0
1514,606,0
1515,606,0
1516,606,605
1517,605,606
1518,605,0
1519,605,0
1520,606,605
1521,605,0
1522,606,605
1523,606,605
1524,605,606
1525,606,605
1526,606,0
1527,605,0
1528,605,0
1529,606,0
1530,606,605
1531,606,605
1532,605,606
1533,606,0
1534,605,0
1535,605,606
1536,605,0
1537,606,605
1538,606,605
1539,605,0
1540,606,605
1541,605,0
1542,606,0
1543,606,0
1544,606,0
1545,606,0
1546,606,0
1547,606,0
1548,606,605
1549,605,0
1550,606,0
1551,606,605
1552,606,605
1553,606,0
1554,605,606
1555,605,0
1556,606,0
1557,605,0
1558,606,605
1559,605,606
1560,605,606
1561,605,0
1562,606,0
1563,606,0
1564,605,606
1565,605,606
1566,606,605
1567,605,0
1568,605,606
1569,605,606
1570,605,606
1571,605,0
1572,606,0
1573,605,0
1574,606,0
1575,606,0
1576,606,605
1577,606,0
1578,606,605
1579,606,605
1580,605,0
1581,606,0
1582,605,0
1583,606,605
1584,606,605
1585,605,0
1586,605,606
1587,606,0
1588,606,0
1589,606,605
1590,606,0
1591,605,606
1592,605,606
1593,605,0
1594,606,605
1595,605,606
1596,605,606
1597,606,0
1598,605,606
1599,606,0
1600,605,0
